Ö¸Êý´úÂë,Ö¸ÊýÃû³Æ,·¢²¼ÈÕÆÚ,¿ªÅÌÖ¸Êý,×î¸ßÖ¸Êý,×îµÍÖ¸Êý,ÊÕÅÌÖ¸Êý,³É½»Á¿(ÒÚ¹É),³É½»¶î(ÒÚÔª),ÕÇµø·ù(%),»»ÊÖÂÊ(%),ÊÐÓ¯ÂÊ(±¶),ÊÐ¾»ÂÊ(±¶),¾ù¼Û(Ôª),³É½»¶îÕ¼±È(%),Á÷Í¨ÊÐÖµ(ÒÚÔª),Æ½¾ùÁ÷Í¨ÊÐÖµ(ÒÚÔª),¹ÉÏ¢ÂÊ(%)
801040,¸ÖÌú,2001-10-18 00:00:00.0,1310.75,1323.21,1286.05,1296.11,0.2,1.38,-1.24,0.2100,20.9500,2.2600,8.30,2.5200,555.86,15.02,1.82
801040,¸ÖÌú,2001-10-17 00:00:00.0,1317.96,1329.22,1298.57,1312.32,0.16,1.06,-0.77,0.1700,21.2100,2.2900,8.45,2.1600,562.76,15.21,1.80
801040,¸ÖÌú,2001-10-16 00:00:00.0,1338.77,1347.13,1308.69,1322.48,0.17,1.13,-1.14,0.1900,21.3600,2.3100,8.53,1.9400,567.1,15.33,1.79
801040,¸ÖÌú,2001-10-15 00:00:00.0,1341.21,1352.06,1315.69,1337.80,0.22,1.49,-0.36,0.2300,21.6200,2.3300,8.64,1.9500,573.6,15.5,1.77
801040,¸ÖÌú,2001-10-12 00:00:00.0,1309.66,1359.26,1279.34,1342.58,0.46,3.09,2.38,0.5000,21.7300,2.3400,8.66,2.5800,575.77,15.56,1.76
801040,¸ÖÌú,2001-10-11 00:00:00.0,1340.79,1352.27,1301.01,1311.37,0.37,2.32,-2.60,0.4000,21.2300,2.2900,8.46,2.9600,562.4,15.2,1.80
801040,¸ÖÌú,2001-10-10 00:00:00.0,1373.80,1383.67,1335.61,1346.43,0.28,1.81,-2.27,0.3000,21.8200,2.3500,8.74,2.5400,577.63,15.61,1.76
801040,¸ÖÌú,2001-10-09 00:00:00.0,1365.72,1387.10,1359.51,1377.68,0.16,1.19,0.69,0.1700,22.3200,2.4000,8.99,2.4300,591.21,15.98,1.72
801040,¸ÖÌú,2001-10-08 00:00:00.0,1387.46,1400.88,1357.42,1368.28,0.17,1.11,-1.42,0.1800,22.1700,2.3900,8.92,2.2900,587.17,15.87,1.73
801040,¸ÖÌú,2001-09-28 00:00:00.0,1386.91,1403.14,1369.56,1387.95,0.22,1.7,0.08,0.2400,22.5100,2.4200,9.07,2.8200,595.45,16.09,1.70
801040,¸ÖÌú,2001-09-27 00:00:00.0,1382.98,1403.06,1370.16,1386.81,0.28,1.86,0.12,0.3000,22.4600,2.4200,9.09,2.9300,594.9,16.08,1.71
801040,¸ÖÌú,2001-09-26 00:00:00.0,1398.31,1407.07,1375.90,1385.17,0.26,1.7,-0.84,0.2800,22.4200,2.4100,9.10,2.5800,594.09,16.06,1.71
801040,¸ÖÌú,2001-09-25 00:00:00.0,1403.99,1418.91,1388.52,1396.96,0.14,0.99,-0.23,0.1500,22.6100,2.4300,9.17,1.8500,599.1,16.19,1.70
801040,¸ÖÌú,2001-09-24 00:00:00.0,1409.72,1420.84,1391.58,1400.21,0.17,1.27,-0.88,0.1800,22.6700,2.4400,9.20,2.5500,600.43,16.23,1.69
801040,¸ÖÌú,2001-09-21 00:00:00.0,1406.65,1443.13,1397.48,1412.66,0.4,2.94,0.30,0.4400,22.8600,2.4600,9.27,4.9300,605.62,16.37,1.67
801040,¸ÖÌú,2001-09-20 00:00:00.0,1405.18,1430.89,1389.55,1408.41,0.36,2.62,0.46,0.3900,22.7900,2.4500,9.27,3.0900,603.65,16.31,1.68
801040,¸ÖÌú,2001-09-19 00:00:00.0,1386.47,1408.28,1370.14,1401.90,0.31,2.2,1.17,0.3300,22.6700,2.4400,9.26,3.0200,600.8,16.24,1.69
801040,¸ÖÌú,2001-09-18 00:00:00.0,1375.55,1406.22,1366.59,1385.74,0.25,1.87,0.66,0.2700,22.4000,2.4100,9.15,2.9400,593.91,16.05,1.71
801040,¸ÖÌú,2001-09-17 00:00:00.0,1399.31,1406.98,1365.75,1376.71,0.4,2.94,-2.12,0.4300,22.2900,2.4000,9.09,3.3700,590.72,15.97,1.72
801040,¸ÖÌú,2001-09-14 00:00:00.0,1423.65,1433.48,1397.02,1406.49,0.34,2.29,-1.23,0.3700,22.8000,2.4600,9.35,2.7700,603.55,16.31,1.67
801040,¸ÖÌú,2001-09-13 00:00:00.0,1431.98,1445.82,1415.73,1423.98,0.22,1.67,-0.56,0.2400,23.0500,2.4900,9.48,2.3600,611.07,16.52,1.66
801040,¸ÖÌú,2001-09-12 00:00:00.0,1414.79,1446.80,1381.95,1431.99,0.45,3.26,-1.31,0.4900,23.1900,2.5000,9.55,2.3900,615.31,16.63,1.53
801040,¸ÖÌú,2001-09-11 00:00:00.0,1449.87,1465.68,1435.19,1451.05,0.27,2.07,-0.09,0.2900,23.5000,2.5400,9.68,2.1900,623.49,16.85,1.51
801040,¸ÖÌú,2001-09-10 00:00:00.0,1406.09,1463.52,1387.96,1452.32,0.37,2.96,2.01,0.4000,23.5100,2.5400,9.71,2.7400,624.05,16.87,1.51
801040,¸ÖÌú,2001-09-07 00:00:00.0,1458.55,1464.20,1418.49,1423.64,0.43,2.81,-2.68,0.4600,23.0400,2.4900,9.51,2.8400,611.71,16.53,1.53
801040,¸ÖÌú,2001-09-06 00:00:00.0,1470.43,1481.83,1450.17,1462.88,0.32,2.36,-0.60,0.3400,23.6800,2.5600,9.77,3.1300,628.57,16.99,1.49
801040,¸ÖÌú,2001-09-05 00:00:00.0,1471.93,1491.79,1457.63,1471.76,0.4,2.89,0.24,0.4400,23.8200,2.5700,9.79,2.6900,632.34,17.09,1.48
801040,¸ÖÌú,2001-09-04 00:00:00.0,1438.97,1473.76,1433.19,1468.22,0.4,2.62,1.67,0.4300,23.7600,2.5700,9.76,2.6300,630.84,17.05,1.49
801040,¸ÖÌú,2001-09-03 00:00:00.0,1451.44,1459.89,1433.90,1444.09,0.2,1.34,-0.65,0.2100,23.3600,2.5200,9.58,2.0300,620.42,16.77,1.51
801040,¸ÖÌú,2001-08-31 00:00:00.0,1453.12,1466.37,1441.44,1453.60,0.18,1.32,-0.07,0.2000,24.4200,2.5400,9.65,2.6600,624.56,16.88,1.50
801040,¸ÖÌú,2001-08-30 00:00:00.0,1456.47,1469.16,1435.89,1454.55,0.36,2.33,-0.28,0.3900,24.4400,2.5400,9.65,3.9100,624.94,16.89,1.50
801040,¸ÖÌú,2001-08-29 00:00:00.0,1459.85,1476.36,1441.84,1458.60,0.38,2.37,0.14,0.4100,24.5000,2.5500,9.70,2.5600,626.67,16.94,1.50
801040,¸ÖÌú,2001-08-28 00:00:00.0,1433.98,1462.48,1411.25,1456.54,0.45,2.93,0.92,0.4800,24.4800,2.5500,9.70,3.0300,625.76,16.91,1.50
801040,¸ÖÌú,2001-08-27 00:00:00.0,1484.64,1488.64,1434.55,1443.22,0.58,3.75,-3.18,0.6300,24.2400,2.5200,9.61,3.1100,620.11,16.76,1.52
801040,¸ÖÌú,2001-08-24 00:00:00.0,1505.95,1519.09,1483.12,1490.68,0.23,1.74,-1.00,0.2600,25.3700,2.6300,10.03,2.0100,622.97,17.3,1.46
801040,¸ÖÌú,2001-08-23 00:00:00.0,1500.57,1515.79,1474.18,1505.81,0.35,2.64,-0.31,0.3900,25.6200,2.6600,10.14,2.8800,629.33,17.48,1.45
801040,¸ÖÌú,2001-08-22 00:00:00.0,1537.51,1541.88,1494.43,1510.51,0.44,3.24,-1.86,0.4900,25.7100,2.6600,10.14,3.1500,631.32,17.54,1.45
801040,¸ÖÌú,2001-08-21 00:00:00.0,1539.43,1553.52,1528.74,1539.15,0.25,2.05,0.36,0.2700,26.2100,2.7100,10.32,2.7300,643.32,17.87,1.42
801040,¸ÖÌú,2001-08-20 00:00:00.0,1533.64,1547.02,1519.67,1533.69,0.16,1.44,-0.03,0.1800,26.1300,2.7400,10.29,2.0900,641.06,17.81,1.43
801040,¸ÖÌú,2001-08-17 00:00:00.0,1532.27,1545.53,1520.20,1534.15,0.14,1.35,0.05,0.1600,26.1400,2.7400,10.26,1.9700,641.33,17.81,1.46
801040,¸ÖÌú,2001-08-16 00:00:00.0,1548.42,1558.34,1527.12,1533.36,0.22,1.65,-1.00,0.2400,26.1300,2.7300,10.26,2.0900,640.93,17.8,1.47
801040,¸ÖÌú,2001-08-15 00:00:00.0,1543.68,1557.87,1532.25,1548.79,0.19,1.52,0.33,0.2100,26.4200,2.7700,10.36,2.0900,647.4,17.98,1.45
801040,¸ÖÌú,2001-08-14 00:00:00.0,1559.63,1569.05,1530.05,1543.72,0.27,2.28,-0.95,0.3000,26.3300,2.7700,10.32,2.2800,645.23,17.92,1.46
801040,¸ÖÌú,2001-08-13 00:00:00.0,1559.06,1573.79,1543.47,1558.55,0.25,2.18,0.11,0.2800,26.5700,2.8700,10.42,2.1800,651.4,18.09,1.44
801040,¸ÖÌú,2001-08-10 00:00:00.0,1542.45,1569.35,1536.19,1556.83,0.33,2.87,1.27,0.3700,26.5500,2.8600,10.42,2.2400,650.75,18.08,1.44
801040,¸ÖÌú,2001-08-09 00:00:00.0,1520.54,1542.29,1508.19,1537.33,0.32,2.51,1.15,0.3500,26.2200,2.8300,10.27,2.6200,642.59,17.85,1.47
801040,¸ÖÌú,2001-08-08 00:00:00.0,1534.43,1547.71,1503.62,1519.80,0.38,2.72,-1.04,0.4300,25.9200,2.7900,10.14,2.7400,635.26,17.65,1.61
801040,¸ÖÌú,2001-08-07 00:00:00.0,1516.43,1546.28,1497.67,1535.78,0.47,3.47,0.97,0.5200,26.2000,2.8200,10.21,3.1500,641.97,17.83,1.59
801040,¸ÖÌú,2001-08-06 00:00:00.0,1568.22,1574.12,1502.75,1521.08,0.53,4.03,-3.07,0.5900,25.9400,2.8100,10.10,3.4200,635.79,17.66,1.60
801040,¸ÖÌú,2001-08-03 00:00:00.0,1564.47,1582.57,1550.63,1569.29,0.25,1.96,0.21,0.2800,26.7500,2.9000,10.40,2.4200,655.94,18.22,1.55
801040,¸ÖÌú,2001-08-02 00:00:00.0,1587.06,1592.28,1525.58,1565.99,0.48,3.44,-1.28,0.5300,26.7000,2.9000,10.37,3.0000,654.61,18.18,1.56
801040,¸ÖÌú,2001-08-01 00:00:00.0,1536.53,1591.74,1533.89,1586.23,0.61,4.8,3.44,0.6800,27.0300,2.9300,10.53,3.7100,663.02,18.42,1.54
801040,¸ÖÌú,2001-07-31 00:00:00.0,1548.49,1584.22,1513.75,1533.50,0.61,4.34,-1.79,0.6800,26.1400,2.8400,10.12,3.3400,640.93,17.8,1.59
801040,¸ÖÌú,2001-07-30 00:00:00.0,1635.81,1640.08,1549.87,1561.41,0.98,6.81,-4.80,1.0900,26.5700,2.8900,10.36,4.4200,652.51,18.13,1.56
801040,¸ÖÌú,2001-07-27 00:00:00.0,1652.40,1665.99,1631.57,1640.21,0.41,2.96,-0.65,0.4500,27.9200,3.0500,10.90,2.4600,685.53,19.04,1.48
801040,¸ÖÌú,2001-07-26 00:00:00.0,1667.95,1676.93,1638.09,1650.87,0.53,3.74,-1.05,0.5900,28.1200,3.1300,11.01,3.2000,690.03,19.17,1.48
801040,¸ÖÌú,2001-07-25 00:00:00.0,1676.34,1692.39,1657.87,1668.44,0.41,3.18,-0.70,0.4600,28.4100,3.1800,11.11,2.6000,697.34,19.37,1.46
801040,¸ÖÌú,2001-07-24 00:00:00.0,1698.39,1704.85,1667.97,1680.25,0.47,3.79,-1.27,0.5200,28.6100,3.2100,11.18,2.4700,702.28,19.51,1.46
801040,¸ÖÌú,2001-07-23 00:00:00.0,1706.24,1724.44,1686.54,1701.82,0.58,4.76,-0.05,0.6400,28.9700,3.2500,11.35,2.8800,711.43,19.76,1.42
801040,¸ÖÌú,2001-07-20 00:00:00.0,1691.88,1712.24,1678.39,1702.62,0.42,4.32,0.88,0.4700,28.9800,3.2400,11.35,2.5100,711.77,19.77,1.43
801040,¸ÖÌú,2001-07-19 00:00:00.0,1683.95,1698.97,1669.26,1687.69,0.33,3.26,0.10,0.3700,28.7700,3.2200,11.26,3.7000,706.52,19.63,1.31
801040,¸ÖÌú,2001-07-18 00:00:00.0,1677.83,1697.14,1665.25,1685.99,0.29,2.93,0.59,0.3200,28.7400,3.2200,11.25,3.1500,705.89,19.61,1.30
801040,¸ÖÌú,2001-07-17 00:00:00.0,1680.16,1690.35,1655.41,1676.03,0.43,3.7,-0.27,0.4700,28.5500,3.2000,11.20,2.9500,701.74,19.49,1.31
801040,¸ÖÌú,2001-07-16 00:00:00.0,1698.00,1715.49,1668.10,1680.50,0.58,5.46,-0.54,0.6400,28.6300,3.2200,11.20,3.2800,703.63,19.55,1.31
801040,¸ÖÌú,2001-07-13 00:00:00.0,1696.28,1707.83,1681.83,1689.68,0.29,2.64,-0.21,0.3200,28.8000,3.2300,11.24,2.3500,707.49,19.65,1.32
801040,¸ÖÌú,2001-07-12 00:00:00.0,1692.79,1707.28,1680.07,1693.19,0.51,3.94,-0.07,0.5700,28.8400,3.2400,11.27,3.5000,708.94,19.69,1.32
801040,¸ÖÌú,2001-07-11 00:00:00.0,1704.89,1716.41,1684.35,1694.36,0.38,3.01,-0.62,0.4300,28.8600,3.2400,11.27,2.6600,709.43,19.71,1.32
801040,¸ÖÌú,2001-07-10 00:00:00.0,1697.35,1712.67,1685.72,1705.00,0.33,2.82,0.79,0.3700,29.0400,3.2600,11.35,2.3700,713.95,19.83,1.31
801040,¸ÖÌú,2001-07-09 00:00:00.0,1690.90,1704.52,1676.87,1691.67,0.42,3.3,0.04,0.4600,28.8400,3.2400,11.24,2.9000,708.55,19.68,1.30
801040,¸ÖÌú,2001-07-06 00:00:00.0,1695.52,1706.15,1680.07,1690.94,0.46,3.52,-0.36,0.5200,28.8100,3.2300,11.24,2.8600,708.17,19.67,1.38
801040,¸ÖÌú,2001-07-05 00:00:00.0,1713.69,1721.52,1689.63,1697.11,0.51,4.14,-0.95,0.5700,28.9000,3.2400,11.27,3.0700,710.79,19.74,1.38
801040,¸ÖÌú,2001-07-04 00:00:00.0,1721.91,1732.95,1704.50,1713.46,0.43,3.41,-0.38,0.4700,29.1800,3.2700,11.40,3.1200,717.76,19.94,1.35
801040,¸ÖÌú,2001-07-03 00:00:00.0,1718.03,1731.05,1701.27,1719.93,0.45,3.68,0.07,0.5000,29.2900,3.2900,11.45,2.9800,720.52,20.01,1.35
801040,¸ÖÌú,2001-07-02 00:00:00.0,1727.73,1738.68,1709.99,1718.72,0.57,4.62,-0.35,0.6400,29.2700,3.2800,11.46,3.2800,719.92,20,1.35
801040,¸ÖÌú,2001-06-29 00:00:00.0,1729.65,1742.49,1714.43,1724.74,0.64,5.18,-0.23,0.7200,29.4200,3.3000,11.52,3.6200,723.41,20.09,1.20
801040,¸ÖÌú,2001-06-28 00:00:00.0,1736.27,1754.79,1717.54,1728.66,1.01,6.92,-0.53,1.1300,29.5000,3.3100,11.53,3.7200,724.77,20.13,1.21
801040,¸ÖÌú,2001-06-27 00:00:00.0,1741.27,1757.80,1720.56,1737.96,0.85,6.48,-0.17,0.9500,29.6600,3.3300,11.59,3.3800,728.63,20.24,1.20
801040,¸ÖÌú,2001-06-26 00:00:00.0,1745.86,1757.26,1725.66,1740.89,0.9,7.42,-0.11,1.0000,29.7200,3.3400,11.63,3.3100,730.09,20.28,1.28
801040,¸ÖÌú,2001-06-25 00:00:00.0,1735.92,1758.08,1717.81,1742.85,1.79,12.63,0.76,1.9900,29.7700,3.3400,11.62,5.8900,731.5,20.32,1.20
801040,¸ÖÌú,2001-06-22 00:00:00.0,1707.11,1740.20,1697.74,1729.76,1.1,7.86,1.64,1.2300,29.3300,3.2900,11.55,4.8800,720.96,20.03,1.21
801040,¸ÖÌú,2001-06-21 00:00:00.0,1691.65,1714.93,1682.60,1701.84,0.54,4.35,0.86,0.6100,29.1100,3.2700,11.58,3.3700,715.5,19.88,1.04
801040,¸ÖÌú,2001-06-20 00:00:00.0,1697.23,1709.01,1678.35,1687.38,0.52,4.5,-0.54,0.5800,28.8500,3.2400,11.47,3.3100,709.42,19.71,1.15
801040,¸ÖÌú,2001-06-19 00:00:00.0,1693.30,1712.78,1678.33,1696.52,0.59,5.1,0.07,0.6500,29.0000,3.2600,11.54,3.2400,713.29,19.81,1.15
801040,¸ÖÌú,2001-06-18 00:00:00.0,1719.90,1740.44,1682.29,1695.25,1.05,8.8,-1.38,1.1800,28.9800,3.2500,11.51,3.6500,712.82,19.8,1.15
801040,¸ÖÌú,2001-06-15 00:00:00.0,1705.16,1729.66,1696.27,1719.05,0.79,7.24,0.72,0.8800,29.4000,3.3000,11.72,3.2500,722.86,20.08,1.09
801040,¸ÖÌú,2001-06-14 00:00:00.0,1722.33,1737.79,1699.25,1706.83,0.85,7.72,-0.94,0.9500,29.2200,3.2800,11.61,2.8400,717.81,19.94,1.10
801040,¸ÖÌú,2001-06-13 00:00:00.0,1712.45,1729.98,1702.50,1722.95,0.78,7.06,0.72,0.8700,29.4700,3.3100,11.76,2.9400,724.48,20.12,1.09
801040,¸ÖÌú,2001-06-12 00:00:00.0,1706.76,1722.04,1695.15,1710.70,0.57,5.66,0.45,0.6400,29.2700,3.2900,11.67,2.8000,719.35,19.98,1.10
801040,¸ÖÌú,2001-06-11 00:00:00.0,1707.59,1718.17,1692.40,1703.06,0.66,5.82,-0.24,0.7400,29.2000,3.2800,11.59,2.9700,717.14,19.92,0.98
801040,¸ÖÌú,2001-06-08 00:00:00.0,1705.12,1718.50,1692.02,1707.09,0.55,5.19,0.03,0.6100,29.2600,3.2900,11.62,2.4800,718.82,19.97,1.03
801040,¸ÖÌú,2001-06-07 00:00:00.0,1714.26,1724.07,1696.03,1706.53,0.6,5.77,-0.41,0.6700,29.2600,3.2900,11.59,2.6200,718.59,19.96,1.04
801040,¸ÖÌú,2001-06-06 00:00:00.0,1711.82,1728.92,1695.66,1713.60,0.79,7,0.33,0.8800,29.3900,3.3000,11.63,2.7400,721.75,20.05,1.01
801040,¸ÖÌú,2001-06-05 00:00:00.0,1703.56,1722.87,1691.53,1708.01,0.68,6.13,0.33,0.7600,29.2800,3.2900,11.59,2.5900,719.5,19.99,1.01
801040,¸ÖÌú,2001-06-04 00:00:00.0,1710.25,1722.17,1685.34,1702.39,0.75,7.15,-0.28,0.8400,29.1900,3.2800,11.54,2.8100,717.2,19.92,1.02
801040,¸ÖÌú,2001-06-01 00:00:00.0,1701.49,1724.12,1684.92,1707.20,0.81,7.51,0.46,0.9100,29.2700,3.2900,11.53,3.3100,719.19,19.98,1.01
801040,¸ÖÌú,2001-05-31 00:00:00.0,1705.61,1720.54,1685.46,1699.31,0.84,7.73,-0.03,0.9400,29.1600,3.2800,11.51,3.7400,716.65,19.91,0.88
801040,¸ÖÌú,2001-05-30 00:00:00.0,1687.34,1712.31,1677.28,1699.77,0.68,6.27,0.77,0.7600,29.1600,3.2800,11.52,3.4700,716.88,19.91,0.88
801040,¸ÖÌú,2001-05-29 00:00:00.0,1677.13,1707.80,1668.40,1686.83,0.71,5.63,0.45,0.7900,28.9200,3.2500,11.38,3.5000,711.44,19.76,0.89
801040,¸ÖÌú,2001-05-28 00:00:00.0,1695.21,1705.49,1664.83,1679.35,0.81,7.04,-0.91,0.9600,29.1100,3.2600,11.37,3.4700,684.71,19.02,0.86
801040,¸ÖÌú,2001-05-25 00:00:00.0,1694.09,1711.21,1678.61,1694.83,0.69,6.03,0.03,0.8200,29.4300,3.3000,11.52,3.1500,691.93,19.22,0.73
801040,¸ÖÌú,2001-05-24 00:00:00.0,1699.18,1713.11,1682.70,1694.33,0.75,6.36,-0.37,0.8800,29.4000,3.3000,11.52,2.9300,691.73,19.21,0.73
801040,¸ÖÌú,2001-05-23 00:00:00.0,1714.34,1721.66,1686.75,1700.70,0.73,6.38,-0.95,0.8700,29.4900,3.3100,11.57,2.8100,694.35,19.29,0.73
801040,¸ÖÌú,2001-05-22 00:00:00.0,1718.09,1734.22,1701.26,1716.94,0.71,6.38,-0.14,0.8400,29.7800,3.3400,11.66,3.0600,700.9,19.47,0.72
801040,¸ÖÌú,2001-05-21 00:00:00.0,1714.67,1737.98,1698.19,1719.28,1.51,12.75,0.40,1.7800,29.8400,3.3500,11.69,4.4900,701.87,19.5,0.72
801040,¸ÖÌú,2001-05-18 00:00:00.0,1709.99,1723.17,1692.92,1712.51,0.79,6.81,0.31,0.9400,29.7600,3.3400,11.69,2.7100,699.59,19.43,0.73
801040,¸ÖÌú,2001-05-17 00:00:00.0,1721.36,1731.34,1697.52,1707.19,0.8,7.15,-0.76,0.9400,29.6700,3.3200,11.64,3.0800,697.51,19.38,0.72
801040,¸ÖÌú,2001-05-16 00:00:00.0,1719.29,1736.34,1702.50,1720.18,0.55,5.93,0.22,0.6500,29.8900,3.3500,11.72,2.5500,702.8,19.52,0.72
801040,¸ÖÌú,2001-05-15 00:00:00.0,1699.27,1730.77,1689.14,1716.45,0.85,7.42,1.21,1.0000,29.8500,3.3400,11.63,3.2800,701.6,19.49,0.69
801040,¸ÖÌú,2001-05-14 00:00:00.0,1693.09,1706.55,1676.69,1695.85,0.67,5.88,0.26,0.7900,29.4600,3.3000,11.50,2.6600,693.19,19.26,0.69
801040,¸ÖÌú,2001-05-11 00:00:00.0,1687.28,1702.93,1672.63,1691.48,0.48,4.67,0.27,0.5700,29.3800,3.3000,11.47,3.2100,691.37,19.2,0.69
801040,¸ÖÌú,2001-05-10 00:00:00.0,1685.42,1698.55,1669.42,1686.90,0.32,3.06,0.09,0.3800,29.3300,3.3000,11.68,2.6200,689.71,19.16,0.69
801040,¸ÖÌú,2001-05-09 00:00:00.0,1696.85,1708.00,1675.51,1685.47,0.49,4.47,-0.58,0.5800,29.3300,3.3000,11.66,3.1600,689.38,19.15,0.63
801040,¸ÖÌú,2001-05-08 00:00:00.0,1691.70,1708.52,1678.53,1695.34,0.32,2.9,0.18,0.3800,29.4900,3.3100,11.70,2.6300,693.41,19.26,0.63
801040,¸ÖÌú,2001-04-30 00:00:00.0,1685.82,1706.64,1668.40,1692.38,0.39,3.98,0.12,0.4600,32.1200,3.3400,11.63,3.0200,693.13,19.25,0.62
801040,¸ÖÌú,2001-04-27 00:00:00.0,1675.08,1701.20,1669.58,1690.34,0.71,5.84,0.88,0.8400,32.1200,3.3700,11.61,3.9100,691.42,19.21,0.62
801040,¸ÖÌú,2001-04-26 00:00:00.0,1681.77,1694.84,1664.70,1675.51,0.73,6.13,-1.37,0.8700,31.8400,3.3400,11.54,3.4000,685.33,19.04,0.63
801040,¸ÖÌú,2001-04-25 00:00:00.0,1705.52,1725.42,1681.10,1698.82,0.76,6.04,-0.83,1.4800,32.0700,3.3600,11.71,2.6100,412.92,18.77,1.00
801040,¸ÖÌú,2001-04-24 00:00:00.0,1706.48,1729.56,1695.00,1713.10,0.79,7.02,0.50,0.9400,32.5800,3.4200,11.81,3.4000,695.44,19.32,0.61
801040,¸ÖÌú,2001-04-23 00:00:00.0,1714.39,1725.41,1690.19,1704.59,1.2,9.97,-0.79,1.4200,32.3700,3.4000,11.76,4.0100,697.27,19.37,0.61
801040,¸ÖÌú,2001-04-20 00:00:00.0,1739.39,1748.92,1711.61,1718.17,1.26,11.74,-1.14,1.4900,32.6700,3.4200,11.85,3.9200,702.82,19.52,0.64
801040,¸ÖÌú,2001-04-19 00:00:00.0,1744.12,1757.69,1718.46,1737.91,1,9.08,-0.30,1.1800,33.1000,3.4700,12.01,3.5100,710.92,19.75,0.63
801040,¸ÖÌú,2001-04-18 00:00:00.0,1751.39,1768.06,1729.86,1743.17,1.12,10.25,-0.18,1.3300,33.2400,3.4800,12.05,3.9000,713.12,19.81,0.63
801040,¸ÖÌú,2001-04-17 00:00:00.0,1747.27,1763.06,1729.53,1746.37,1.11,10.63,-0.01,1.3200,33.3200,3.4900,12.05,3.5900,714.28,19.84,0.63
801040,¸ÖÌú,2001-04-16 00:00:00.0,1737.22,1758.23,1720.99,1746.54,1.17,10.97,0.61,1.3900,33.3100,3.4900,12.01,3.6100,714.37,19.84,0.63
801040,¸ÖÌú,2001-04-13 00:00:00.0,1739.27,1749.13,1722.17,1735.88,0.86,8.13,-0.13,1.0200,33.0800,3.4600,11.88,3.9300,710.05,19.72,0.63
801040,¸ÖÌú,2001-04-12 00:00:00.0,1749.17,1757.55,1725.65,1738.16,1.22,10.7,-0.54,1.4500,33.1400,3.4600,11.89,4.2500,710.98,19.75,0.63
801040,¸ÖÌú,2001-04-11 00:00:00.0,1749.04,1763.28,1730.29,1747.63,0.99,8.53,0.13,1.1700,33.3000,3.4800,11.94,5.1300,714.81,19.86,0.63
801040,¸ÖÌú,2001-04-10 00:00:00.0,1736.90,1758.82,1727.37,1745.33,0.85,7.71,0.35,1.0100,33.3000,3.4000,11.87,4.8000,713.88,19.83,0.63
801040,¸ÖÌú,2001-04-09 00:00:00.0,1736.36,1749.83,1717.71,1739.22,0.93,8.29,0.21,1.1000,33.1900,3.3700,11.83,4.8600,711.35,19.76,0.63
801040,¸ÖÌú,2001-04-06 00:00:00.0,1744.44,1757.90,1723.71,1735.58,0.88,8.24,-0.53,1.0400,33.1400,3.3600,11.80,5.1100,709.93,19.72,0.63
801040,¸ÖÌú,2001-04-05 00:00:00.0,1721.30,1751.25,1711.26,1744.88,1.12,10,1.25,1.3200,33.3200,3.3900,11.89,5.9800,713.74,19.83,0.63
801040,¸ÖÌú,2001-04-04 00:00:00.0,1739.51,1758.30,1710.24,1723.33,1.59,13.44,-0.94,1.8900,32.9100,3.3400,11.71,6.2800,705,19.58,0.64
801040,¸ÖÌú,2001-04-03 00:00:00.0,1741.86,1755.74,1718.12,1739.73,1.05,9.88,-0.16,1.2500,33.2200,3.3700,11.86,5.3000,711.67,19.77,0.63
801040,¸ÖÌú,2001-04-02 00:00:00.0,1737.57,1758.38,1721.61,1742.46,1.54,14.14,0.51,1.8300,33.2700,3.3800,11.87,6.2600,712.8,19.8,0.63
801040,¸ÖÌú,2001-03-30 00:00:00.0,1723.57,1742.56,1710.78,1733.67,1.05,9.74,0.38,1.2400,33.1200,3.3600,11.77,4.9500,709.15,19.7,0.63
801040,¸ÖÌú,2001-03-29 00:00:00.0,1734.03,1749.81,1712.66,1727.19,1.21,11.79,-0.43,1.4500,33.0100,3.3500,11.97,5.5300,705.37,19.59,0.63
801040,¸ÖÌú,2001-03-28 00:00:00.0,1733.81,1751.70,1717.73,1734.59,1.39,12.78,0.15,1.6700,33.2100,3.3700,12.03,5.8900,706.32,19.62,0.63
801040,¸ÖÌú,2001-03-27 00:00:00.0,1726.97,1750.30,1708.81,1732.05,1.46,13.24,0.70,1.7600,33.1400,3.3600,11.95,5.8600,705.3,19.59,0.63
801040,¸ÖÌú,2001-03-26 00:00:00.0,1693.47,1726.68,1687.17,1720.02,1.14,9.52,1.47,1.3700,32.8300,3.3300,11.85,4.9900,700.51,19.46,0.63
801040,¸ÖÌú,2001-03-23 00:00:00.0,1723.06,1737.54,1686.08,1695.16,1.72,14.16,-1.47,2.0700,32.3600,3.2800,11.64,5.9400,690.42,19.18,0.64
801040,¸ÖÌú,2001-03-22 00:00:00.0,1708.28,1736.19,1697.05,1720.48,2.22,16.81,0.99,2.6700,32.8100,3.3300,11.82,6.9400,700.77,19.47,0.63
801040,¸ÖÌú,2001-03-21 00:00:00.0,1695.88,1714.24,1683.53,1703.67,1.32,10.31,0.60,1.5900,32.4500,3.3000,11.74,5.4600,694,19.28,0.64
801040,¸ÖÌú,2001-03-20 00:00:00.0,1691.22,1709.22,1676.96,1693.53,1.19,9.47,0.32,1.4300,32.2400,3.2800,11.72,5.8100,689.92,19.16,0.64
